date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:44:32	85807/85807	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20Nov%202021%2011:48:09%20GMT	https://themepure.net/template/educal/educal/assets/img/page-title/page-title-3.jpg	E:/xampp/htdocs/edu/edu/themepure.net/template/educal/educal/assets/img/page-title/page-title-3.jpg	(from https://themepure.net/template/educal/educal/blog-details.html)
11:44:32	3673/3673	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Nov%202021%2011:48:09%20GMT	https://themepure.net/template/educal/educal/assets/img/page-title/page-title-shape-2.png	E:/xampp/htdocs/edu/edu/themepure.net/template/educal/educal/assets/img/page-title/page-title-shape-2.png	(from https://themepure.net/template/educal/educal/blog-details.html)
11:44:33	2120/2120	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Nov%202021%2011:48:09%20GMT	https://themepure.net/template/educal/educal/assets/img/page-title/page-title-shape-3.png	E:/xampp/htdocs/edu/edu/themepure.net/template/educal/educal/assets/img/page-title/page-title-shape-3.png	(from https://themepure.net/template/educal/educal/blog-details.html)
11:44:33	2144/2144	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Nov%202021%2011:48:09%20GMT	https://themepure.net/template/educal/educal/assets/img/blog/quote-1.png	E:/xampp/htdocs/edu/edu/themepure.net/template/educal/educal/assets/img/blog/quote-1.png	(from https://themepure.net/template/educal/educal/blog-details.html)
11:44:35	99065/99065	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20Nov%202021%2011:48:09%20GMT	https://themepure.net/template/educal/educal/assets/img/blog/big/blog-big-1.jpg	E:/xampp/htdocs/edu/edu/themepure.net/template/educal/educal/assets/img/blog/big/blog-big-1.jpg	(from https://themepure.net/template/educal/educal/blog-details.html)
11:44:36	4953/4953	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20Nov%202021%2011:48:09%20GMT	https://themepure.net/template/educal/educal/assets/img/blog/author/blog-author-1.jpg	E:/xampp/htdocs/edu/edu/themepure.net/template/educal/educal/assets/img/blog/author/blog-author-1.jpg	(from https://themepure.net/template/educal/educal/blog-details.html)
11:44:37	1730/1730	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Nov%202021%2011:48:09%20GMT	https://themepure.net/template/educal/educal/assets/img/shape/yellow-bg-4.png	E:/xampp/htdocs/edu/edu/themepure.net/template/educal/educal/assets/img/shape/yellow-bg-4.png	(from https://themepure.net/template/educal/educal/blog-details.html)
11:44:37	5043/5043	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20Nov%202021%2011:48:09%20GMT	https://themepure.net/template/educal/educal/assets/img/blog/comments/comment-1.jpg	E:/xampp/htdocs/edu/edu/themepure.net/template/educal/educal/assets/img/blog/comments/comment-1.jpg	(from https://themepure.net/template/educal/educal/blog-details.html)
11:44:38	4451/4451	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20Nov%202021%2011:48:09%20GMT	https://themepure.net/template/educal/educal/assets/img/blog/comments/comment-3.jpg	E:/xampp/htdocs/edu/edu/themepure.net/template/educal/educal/assets/img/blog/comments/comment-3.jpg	(from https://themepure.net/template/educal/educal/blog-details.html)
11:44:40	67834/67834	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20Nov%202021%2011:48:10%20GMT	https://themepure.net/template/educal/educal/assets/img/teacher/teacher-5.jpg	E:/xampp/htdocs/edu/edu/themepure.net/template/educal/educal/assets/img/teacher/teacher-5.jpg	(from https://themepure.net/template/educal/educal/instructor.html)
11:44:41	68113/68113	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20Nov%202021%2011:48:10%20GMT	https://themepure.net/template/educal/educal/assets/img/teacher/teacher-4.jpg	E:/xampp/htdocs/edu/edu/themepure.net/template/educal/educal/assets/img/teacher/teacher-4.jpg	(from https://themepure.net/template/educal/educal/instructor.html)
11:44:41	75434/75434	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20Nov%202021%2011:48:10%20GMT	https://themepure.net/template/educal/educal/assets/img/teacher/teacher-6.jpg	E:/xampp/htdocs/edu/edu/themepure.net/template/educal/educal/assets/img/teacher/teacher-6.jpg	(from https://themepure.net/template/educal/educal/instructor.html)
11:44:43	3025/3025	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Nov%202021%2011:48:10%20GMT	https://themepure.net/template/educal/educal/assets/img/teacher/details/shape/shape-1.png	E:/xampp/htdocs/edu/edu/themepure.net/template/educal/educal/assets/img/teacher/details/shape/shape-1.png	(from https://themepure.net/template/educal/educal/instructor-details.html)
11:44:43	72507/72507	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20Nov%202021%2011:48:10%20GMT	https://themepure.net/template/educal/educal/assets/img/teacher/details/teacer-details-1.jpg	E:/xampp/htdocs/edu/edu/themepure.net/template/educal/educal/assets/img/teacher/details/teacer-details-1.jpg	(from https://themepure.net/template/educal/educal/instructor-details.html)
11:44:44	2940/2940	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Nov%202021%2011:48:10%20GMT	https://themepure.net/template/educal/educal/assets/img/teacher/details/shape/shape-2.png	E:/xampp/htdocs/edu/edu/themepure.net/template/educal/educal/assets/img/teacher/details/shape/shape-2.png	(from https://themepure.net/template/educal/educal/instructor-details.html)
11:44:45	2246/2246	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Nov%202021%2011:48:09%20GMT	https://themepure.net/template/educal/educal/assets/img/page-title/page-title-shape-5.png	E:/xampp/htdocs/edu/edu/themepure.net/template/educal/educal/assets/img/page-title/page-title-shape-5.png	(from https://themepure.net/template/educal/educal/event-details.html)
11:44:46	94997/94997	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20Nov%202021%2011:48:09%20GMT	https://themepure.net/template/educal/educal/assets/img/events/event-1.jpg	E:/xampp/htdocs/edu/edu/themepure.net/template/educal/educal/assets/img/events/event-1.jpg	(from https://themepure.net/template/educal/educal/event-details.html)
11:44:46	3024/3024	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Nov%202021%2011:48:09%20GMT	https://themepure.net/template/educal/educal/assets/img/events/event-shape-2.png	E:/xampp/htdocs/edu/edu/themepure.net/template/educal/educal/assets/img/events/event-shape-2.png	(from https://themepure.net/template/educal/educal/event-details.html)
11:44:49	2940/2940	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Nov%202021%2011:48:09%20GMT	https://themepure.net/template/educal/educal/assets/img/events/event-shape-3.png	E:/xampp/htdocs/edu/edu/themepure.net/template/educal/educal/assets/img/events/event-shape-3.png	(from https://themepure.net/template/educal/educal/event-details.html)
11:44:49	5330/5330	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Nov%202021%2011:48:09%20GMT	https://themepure.net/template/educal/educal/assets/img/events/sponsor-logo.png	E:/xampp/htdocs/edu/edu/themepure.net/template/educal/educal/assets/img/events/sponsor-logo.png	(from https://themepure.net/template/educal/educal/event-details.html)
11:44:50	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261f1980a-4d7%22	https://themepure.net/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	E:/xampp/htdocs/edu/edu/themepure.net/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://themepure.net/template/educal/educal/event-details.html)
11:44:51	11120/11120	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Nov%202021%2011:48:09%20GMT	https://themepure.net/template/educal/educal/assets/img/icon/sign/man-1.png	E:/xampp/htdocs/edu/edu/themepure.net/template/educal/educal/assets/img/icon/sign/man-1.png	(from https://themepure.net/template/educal/educal/sign-in.html)
11:44:52	5433/5433	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Nov%202021%2011:48:09%20GMT	https://themepure.net/template/educal/educal/assets/img/icon/sign/man-2.png	E:/xampp/htdocs/edu/edu/themepure.net/template/educal/educal/assets/img/icon/sign/man-2.png	(from https://themepure.net/template/educal/educal/sign-in.html)
11:44:53	1381/1381	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Nov%202021%2011:48:09%20GMT	https://themepure.net/template/educal/educal/assets/img/icon/sign/circle.png	E:/xampp/htdocs/edu/edu/themepure.net/template/educal/educal/assets/img/icon/sign/circle.png	(from https://themepure.net/template/educal/educal/sign-in.html)
11:44:53	1414/1414	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Nov%202021%2011:48:09%20GMT	https://themepure.net/template/educal/educal/assets/img/icon/sign/zigzag.png	E:/xampp/htdocs/edu/edu/themepure.net/template/educal/educal/assets/img/icon/sign/zigzag.png	(from https://themepure.net/template/educal/educal/sign-in.html)
11:44:54	1314/1314	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Nov%202021%2011:48:09%20GMT	https://themepure.net/template/educal/educal/assets/img/icon/sign/dot.png	E:/xampp/htdocs/edu/edu/themepure.net/template/educal/educal/assets/img/icon/sign/dot.png	(from https://themepure.net/template/educal/educal/sign-in.html)
11:44:56	7690/7690	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Nov%202021%2011:48:09%20GMT	https://themepure.net/template/educal/educal/assets/img/icon/sign/man-3.png	E:/xampp/htdocs/edu/edu/themepure.net/template/educal/educal/assets/img/icon/sign/man-3.png	(from https://themepure.net/template/educal/educal/sign-up.html)
11:44:56	53446/53446	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Nov%202021%2011:48:09%20GMT	https://themepure.net/template/educal/educal/assets/img/icon/sign/sign-up.png	E:/xampp/htdocs/edu/edu/themepure.net/template/educal/educal/assets/img/icon/sign/sign-up.png	(from https://themepure.net/template/educal/educal/sign-in.html)
11:44:56	4044/4044	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Nov%202021%2011:48:09%20GMT	https://themepure.net/template/educal/educal/assets/img/icon/sign/flower.png	E:/xampp/htdocs/edu/edu/themepure.net/template/educal/educal/assets/img/icon/sign/flower.png	(from https://themepure.net/template/educal/educal/sign-up.html)
11:44:57	32597/32597	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Nov%202021%2011:48:09%20GMT	https://themepure.net/template/educal/educal/assets/img/error/error.png	E:/xampp/htdocs/edu/edu/themepure.net/template/educal/educal/assets/img/error/error.png	(from https://themepure.net/template/educal/educal/error.html)
11:44:58	3023/3023	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Nov%202021%2011:48:09%20GMT	https://themepure.net/template/educal/educal/assets/img/contact/contact-shape-1.png	E:/xampp/htdocs/edu/edu/themepure.net/template/educal/educal/assets/img/contact/contact-shape-1.png	(from https://themepure.net/template/educal/educal/contact.html)
11:44:58	2098/2098	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Nov%202021%2011:48:09%20GMT	https://themepure.net/template/educal/educal/assets/img/contact/contact-shape-2.png	E:/xampp/htdocs/edu/edu/themepure.net/template/educal/educal/assets/img/contact/contact-shape-2.png	(from https://themepure.net/template/educal/educal/contact.html)
11:45:00	3193/3193	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Nov%202021%2011:48:09%20GMT	https://themepure.net/template/educal/educal/assets/img/contact/contact-shape-3.png	E:/xampp/htdocs/edu/edu/themepure.net/template/educal/educal/assets/img/contact/contact-shape-3.png	(from https://themepure.net/template/educal/educal/contact.html)
11:45:01	2120/2120	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Nov%202021%2011:48:09%20GMT	https://themepure.net/template/educal/educal/assets/img/contact/contact-shape-5.png	E:/xampp/htdocs/edu/edu/themepure.net/template/educal/educal/assets/img/contact/contact-shape-5.png	(from https://themepure.net/template/educal/educal/contact.html)
11:45:03	5373/5373	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Nov%202021%2011:48:09%20GMT	https://themepure.net/template/educal/educal/assets/img/contact/contact-shape-4.png	E:/xampp/htdocs/edu/edu/themepure.net/template/educal/educal/assets/img/contact/contact-shape-4.png	(from https://themepure.net/template/educal/educal/contact.html)
